%ID;MAG1;MAG2;MAG3;ACC1;ACC2;ACC3;GYRO1;GYRO2;GYRO3;HH;MM;SS;MS


31562;595;611;532;521;539;280;457;343;437;11;11;57;975
31563;594;611;533;523;540;279;457;343;437;11;11;57;995
31564;595;611;532;521;539;276;457;343;437;11;11;58;015
31565;594;611;533;522;540;277;457;344;437;11;11;58;035
31566;595;611;533;520;538;276;457;343;437;11;11;58;055
31567;594;610;532;523;539;278;457;343;437;11;11;58;075
31568;594;610;533;524;541;276;457;344;437;11;11;58;095
31569;594;610;533;520;539;277;457;343;438;11;11;58;125
31570;595;611;532;520;542;277;457;343;437;11;11;58;135
31571;594;611;533;523;540;279;457;343;438;11;11;58;155
31572;595;611;533;525;543;278;457;343;437;11;11;58;175
31573;595;611;532;524;541;273;457;343;437;11;11;58;195
31574;594;610;533;526;539;277;457;343;437;11;11;58;225
31575;594;611;532;525;543;275;457;343;437;11;11;58;245
31576;595;611;532;521;542;282;457;343;437;11;11;58;265
31577;594;610;532;522;539;279;457;344;437;11;11;58;285
31578;595;611;532;523;543;278;457;343;437;11;11;58;305
31579;595;612;532;523;542;276;457;343;437;11;11;58;325
31580;595;612;532;518;541;277;457;343;437;11;11;58;345
31581;595;611;532;521;539;280;457;343;437;11;11;58;355
31582;595;610;533;523;540;280;457;343;437;11;11;58;385
31583;595;611;532;524;543;280;457;343;437;11;11;58;395
31584;595;611;532;521;542;277;457;343;437;11;11;58;435
31585;594;611;532;521;539;278;457;343;437;11;11;58;445
31586;594;611;532;521;542;278;457;343;437;11;11;58;465
31587;595;611;532;522;542;276;457;343;437;11;11;58;475
31588;595;610;532;526;539;279;458;343;437;11;11;58;495
31589;595;611;532;522;539;278;457;343;437;11;11;58;525
31590;594;610;532;520;537;280;457;343;437;11;11;58;545
31591;595;611;531;518;541;279;457;343;437;11;11;58;555
31592;595;611;532;524;540;276;457;343;437;11;11;58;575
31593;596;611;531;522;540;280;457;343;437;11;11;58;595
31594;595;611;531;522;540;275;457;343;437;11;11;58;625
31595;594;611;531;519;538;277;457;343;438;11;11;58;635
31596;595;611;531;520;540;277;457;343;437;11;11;58;655
31597;594;611;531;521;541;276;457;343;437;11;11;58;675
31598;595;611;531;522;542;279;457;344;437;11;11;58;695
31599;594;610;531;521;538;280;457;343;437;11;11;58;715
31600;595;611;531;525;541;280;457;344;437;11;11;58;735
31601;594;610;531;525;539;279;457;344;437;11;11;58;755
31602;594;611;532;523;539;278;457;343;437;11;11;58;775
31603;594;611;531;522;541;280;457;343;437;11;11;58;795
31604;594;610;531;526;539;279;457;343;437;11;11;58;815
31605;594;610;532;521;537;278;457;343;437;11;11;58;845
31606;595;611;532;518;536;277;457;343;438;11;11;58;855
31607;595;611;533;523;544;276;457;344;437;11;11;58;875
31608;595;611;532;522;539;276;457;344;437;11;11;58;895
31609;595;611;533;521;538;274;457;343;437;11;11;58;915
31610;595;611;532;516;537;278;457;343;437;11;11;58;935
31611;595;611;533;520;541;272;458;344;437;11;11;58;955
31612;594;611;532;539;537;274;461;341;438;11;11;58;975
31613;594;611;533;531;531;261;466;333;445;11;11;58;995
31614;594;611;532;535;539;257;471;333;448;11;11;59;025
31615;595;612;533;520;557;247;479;322;443;11;11;59;035
31616;594;612;532;517;547;271;485;309;433;11;11;59;055
31617;592;613;532;511;555;266;489;293;423;11;11;59;075
31618;591;613;533;492;559;254;486;276;419;11;11;59;095
31619;590;615;534;477;569;275;482;260;417;11;11;59;115
31620;588;615;534;472;563;270;477;253;419;11;11;59;135
31621;586;616;534;451;571;261;469;251;422;11;11;59;165
31622;585;617;536;440;574;257;459;251;428;11;11;59;185
31623;584;617;537;425;573;268;450;255;431;11;11;59;195
31624;582;616;538;405;571;277;443;257;436;11;11;59;215
31625;581;616;539;391;569;292;440;255;445;11;11;59;235
31626;580;616;540;391;573;307;438;250;447;11;11;59;265
31627;579;616;541;389;572;318;438;242;441;11;11;59;285
31628;575;616;543;371;568;333;438;229;437;11;11;59;295
31629;575;616;545;356;559;357;437;217;442;11;11;59;325
31630;574;616;548;350;557;376;439;208;446;11;11;59;335
31631;572;616;550;333;565;383;444;204;448;11;11;59;355
31632;571;616;551;325;555;398;450;205;450;11;11;59;385
31633;570;615;554;332;556;409;458;210;452;11;11;59;405
31634;570;615;556;333;554;431;460;216;451;11;11;59;415
31635;570;615;558;338;552;452;461;217;447;11;11;59;435
31636;570;615;561;325;549;447;465;221;442;11;11;59;455
31637;569;615;563;322;549;464;469;228;444;11;11;59;475
31638;570;615;566;320;546;480;467;235;442;11;11;59;495
31639;570;614;567;315;544;496;463;242;438;11;11;59;515
31640;569;615;569;265;512;452;455;252;438;11;11;59;535
31641;570;614;571;261;512;485;439;256;444;11;11;59;555
31642;571;614;572;276;542;521;429;247;438;11;11;59;575
31643;571;615;575;306;558;549;432;243;429;11;11;59;595
31644;572;616;576;303;547;582;433;250;425;11;11;59;615
31645;573;616;578;273;563;634;440;260;430;11;11;59;635
31646;573;616;579;243;565;610;458;256;438;11;11;59;655
31647;574;616;579;268;548;603;464;265;449;11;11;59;675
31648;575;616;581;289;548;636;455;272;450;11;11;59;695
31649;575;616;583;298;527;649;439;258;438;11;11;59;735
31650;576;616;584;295;544;644;429;245;430;11;11;59;745
31651;578;616;586;295;563;646;433;242;430;11;11;59;755
31652;580;616;586;300;556;653;443;245;434;11;11;59;775
31653;580;617;589;325;531;670;449;246;438;11;11;59;795
31654;582;616;590;392;518;722;462;234;438;11;11;59;815
31655;585;616;590;368;533;723;477;214;447;11;11;59;835
31656;587;615;593;361;534;728;478;202;459;11;11;59;855
31657;589;614;594;369;537;723;471;206;473;11;11;59;875
31658;592;614;594;387;558;726;464;214;473;11;11;59;895
31659;594;613;596;400;558;738;455;223;459;11;11;59;915
31660;596;613;596;397;552;750;451;231;441;11;11;59;935
31661;598;613;596;388;533;754;453;245;437;11;11;59;955
31662;600;613;597;401;524;766;452;262;435;11;11;59;975
31663;601;613;598;410;530;776;455;278;435;11;11;59;995
31664;602;613;596;424;537;780;460;289;432;11;12;00;015
31665;605;613;597;425;543;800;465;300;426;11;12;00;035
31666;604;613;597;443;532;804;465;311;422;11;12;00;055
31667;605;612;596;450;533;800;463;316;426;11;12;00;075
31668;606;612;597;459;530;790;462;320;426;11;12;00;095
31669;606;612;598;472;529;790;461;319;427;11;12;00;115
31670;607;612;597;480;525;787;459;319;428;11;12;00;135
31671;606;612;598;480;533;786;458;321;428;11;12;00;155
31672;607;612;598;486;531;779;454;325;425;11;12;00;175
31673;607;612;597;497;527;789;452;333;428;11;12;00;195
31674;606;611;599;504;530;790;452;332;428;11;12;00;225
31675;607;612;597;507;526;792;455;327;432;11;12;00;235
31676;607;612;597;495;532;783;458;325;435;11;12;00;255
31677;608;612;598;489;539;775;458;329;437;11;12;00;275
31678;607;612;598;502;544;780;457;335;434;11;12;00;305
31679;608;612;597;512;539;787;459;337;431;11;12;00;315
31680;608;612;598;505;540;800;461;336;434;11;12;00;345
31681;608;612;598;449;503;886;443;315;449;11;12;00;365
31682;608;612;597;484;516;783;457;314;456;11;12;00;385
31683;610;612;597;501;546;791;455;318;452;11;12;00;405
31684;610;612;597;502;559;794;455;323;448;11;12;00;425
31685;610;612;597;513;575;800;458;342;436;11;12;00;435
31686;610;612;597;492;543;770;454;343;437;11;12;00;455
31687;609;613;597;501;546;783;456;342;437;11;12;00;485
31688;610;612;597;501;539;786;457;343;434;11;12;00;505
31689;610;612;596;500;538;792;457;343;429;11;12;00;525
31690;610;612;597;510;543;788;456;341;427;11;12;00;535
31691;610;612;597;527;566;788;454;340;434;11;12;00;555
31692;609;612;597;521;550;788;457;342;436;11;12;00;575
31693;610;612;597;513;543;786;457;342;436;11;12;00;595
31694;610;612;597;516;542;787;458;341;436;11;12;00;615
31695;610;612;597;514;541;783;457;342;437;11;12;00;635
31696;610;612;596;514;543;791;457;342;437;11;12;00;655
31697;609;612;598;517;541;782;457;342;438;11;12;00;685
31698;611;612;596;512;542;792;457;343;437;11;12;00;695
31699;610;612;597;513;543;786;457;343;438;11;12;00;715
31700;610;612;597;517;541;788;457;343;438;11;12;00;735
31701;610;612;598;517;539;788;457;343;438;11;12;00;755
31702;610;612;598;512;544;786;457;342;438;11;12;00;775
31703;610;612;597;515;541;787;457;342;438;11;12;00;795
31704;610;612;597;524;541;790;459;343;438;11;12;00;815
31705;610;612;597;513;534;786;457;342;438;11;12;00;835
31706;610;612;597;521;555;788;457;342;438;11;12;00;855
31707;610;612;597;508;536;787;458;343;438;11;12;00;875
31708;610;612;598;518;543;787;457;342;438;11;12;00;895
31709;610;612;597;515;542;788;458;343;438;11;12;00;915
31710;610;612;597;517;541;788;457;342;438;11;12;00;935
31711;610;612;596;516;543;787;458;343;438;11;12;00;965
31712;610;613;595;511;538;788;458;342;438;11;12;00;995
31713;610;612;596;513;540;787;457;342;438;11;12;01;015
31714;610;612;597;509;535;782;457;342;438;11;12;01;025
31715;611;612;597;515;539;786;457;343;438;11;12;01;035
31716;610;612;596;514;537;788;457;342;438;11;12;01;055
31717;610;611;597;513;544;784;457;343;438;11;12;01;075
31718;610;612;598;516;539;790;457;343;438;11;12;01;095
31719;610;611;597;515;540;785;457;342;438;11;12;01;115
31720;610;612;597;513;539;788;457;343;438;11;12;01;135
31721;610;612;596;511;539;790;457;343;438;11;12;01;155
31722;610;612;597;516;541;790;457;343;437;11;12;01;175
31723;610;612;597;511;542;786;457;343;437;11;12;01;205
31724;610;612;597;512;541;786;457;343;438;11;12;01;215
31725;610;612;597;514;538;786;457;343;437;11;12;01;235
31726;611;612;596;515;540;786;457;343;438;11;12;01;255
31727;610;612;596;509;537;786;457;342;438;11;12;01;285
31728;611;612;597;517;539;790;457;343;437;11;12;01;305
31729;611;612;597;513;539;784;457;343;438;11;12;01;315
31730;610;612;597;523;545;769;458;343;437;11;12;01;345
31731;610;612;597;518;547;794;457;343;437;11;12;01;365
31732;610;612;597;514;541;782;457;343;437;11;12;01;385
31733;611;612;597;514;538;786;457;343;438;11;12;01;395
31734;611;612;597;514;539;783;457;342;437;11;12;01;425
31735;610;612;596;515;537;786;458;343;437;11;12;01;445
31736;610;612;597;514;538;787;457;343;438;11;12;01;455
31737;610;612;597;513;539;788;457;342;438;11;12;01;475
31738;610;612;597;524;536;792;457;343;437;11;12;01;505
31739;610;612;596;515;538;787;457;343;437;11;12;01;515
31740;610;612;597;514;540;786;457;342;438;11;12;01;535
31741;610;612;597;510;539;788;457;343;437;11;12;01;555
31742;610;612;598;516;539;787;457;343;437;11;12;01;575
31743;610;612;597;516;539;785;457;343;437;11;12;01;595
31744;610;612;597;513;540;790;457;342;438;11;12;01;615
31745;609;612;597;515;537;802;458;343;437;11;12;01;635
31746;610;612;597;512;537;802;457;342;437;11;12;01;655
31747;610;612;598;517;539;766;457;342;438;11;12;01;675
31748;610;612;598;513;536;802;458;343;437;11;12;01;695
31749;610;612;597;515;541;780;457;342;437;11;12;01;715
31750;610;612;597;515;541;787;457;342;437;11;12;01;735
31751;610;612;597;514;538;791;457;343;437;11;12;01;755
31752;611;612;597;515;540;788;457;342;437;11;12;01;775
31753;611;612;597;517;543;778;457;342;438;11;12;01;795
31754;610;611;597;516;541;794;457;342;438;11;12;01;815
31755;611;612;598;517;543;779;457;342;437;11;12;01;835
31756;610;611;598;516;539;792;457;342;437;11;12;01;865
31757;610;612;597;514;541;790;457;341;437;11;12;01;875
31758;611;611;597;513;541;782;457;342;437;11;12;01;895
31759;610;612;597;513;541;790;457;342;438;11;12;01;925
31760;610;613;597;516;539;782;457;342;438;11;12;01;935
31761;610;612;596;515;539;786;457;342;438;11;12;01;965
31762;611;612;597;513;541;790;457;342;438;11;12;01;985
31763;610;613;598;513;540;787;457;342;437;11;12;01;995
31764;610;612;597;512;541;788;457;342;437;11;12;02;015
31765;610;612;597;517;538;783;457;342;438;11;12;02;045
31766;610;613;598;514;539;790;457;342;438;11;12;02;055
31767;611;612;596;513;539;784;457;342;437;11;12;02;075
31768;611;612;598;513;540;786;457;342;438;11;12;02;105
31769;610;612;596;512;538;789;457;342;438;11;12;02;115
31770;610;612;596;512;542;785;457;343;438;11;12;02;135
31771;611;611;597;511;539;786;457;342;437;11;12;02;165
31772;610;612;597;513;540;787;457;342;438;11;12;02;175
31773;611;612;597;514;537;786;457;342;438;11;12;02;195
31774;610;612;597;511;540;790;457;342;438;11;12;02;215
31775;610;612;597;515;536;788;457;341;437;11;12;02;235
31776;611;612;597;511;539;787;457;341;438;11;12;02;265
31777;610;612;597;514;539;784;457;341;438;11;12;02;275
31778;610;612;596;515;539;790;457;342;437;11;12;02;305
31779;610;612;597;516;540;786;457;342;438;11;12;02;325
31780;610;612;597;513;539;790;457;340;437;11;12;02;335
31781;610;612;597;514;536;785;457;342;437;11;12;02;365
31782;611;612;596;512;542;786;457;341;438;11;12;02;375
31783;610;612;597;517;537;786;457;342;437;11;12;02;395
31784;610;612;597;515;544;786;457;342;438;11;12;02;415
31785;611;612;596;515;540;788;457;341;437;11;12;02;445
31786;610;612;597;516;541;787;457;341;437;11;12;02;455
31787;610;613;597;512;541;789;457;342;437;11;12;02;485
31788;610;612;597;514;541;790;457;341;437;11;12;02;505
31789;610;612;597;515;536;788;457;341;437;11;12;02;525
31790;611;612;597;515;541;787;457;341;438;11;12;02;545
31791;611;612;598;512;539;786;457;341;438;11;12;02;555
31792;610;612;597;515;541;790;457;341;438;11;12;02;575
31793;611;611;596;513;540;784;457;341;437;11;12;02;595
31794;611;611;598;514;541;788;457;342;437;11;12;02;615
31795;611;612;596;514;539;786;457;341;437;11;12;02;635
31796;610;612;596;512;537;788;457;342;438;11;12;02;665
31797;610;612;597;514;539;787;457;342;438;11;12;02;685
31798;610;612;597;515;537;787;457;342;438;11;12;02;705
31799;610;612;597;512;540;787;457;342;437;11;12;02;715
31800;610;612;597;516;537;784;457;341;437;11;12;02;735
31801;611;612;598;510;537;784;457;342;438;11;12;02;765
31802;611;612;597;516;541;784;457;342;438;11;12;02;785
31803;610;612;598;516;537;787;457;342;437;11;12;02;805
31804;611;612;596;513;542;786;457;342;438;11;12;02;825
31805;611;612;597;511;543;786;457;342;438;11;12;02;845
31806;610;613;597;515;535;783;457;342;438;11;12;02;855
31807;610;612;597;515;541;786;457;343;438;11;12;02;885
31808;611;612;597;513;541;788;457;342;438;11;12;02;905
31809;610;613;597;515;539;786;457;342;439;11;12;02;925
31810;610;613;598;511;537;787;457;342;439;11;12;02;935
31811;610;613;597;513;540;783;457;342;438;11;12;02;955
31812;610;612;597;513;537;786;458;342;438;11;12;02;975
31813;610;612;597;512;539;787;457;342;438;11;12;02;995
31814;610;612;597;515;540;788;457;343;438;11;12;03;015
31815;610;612;597;514;538;789;457;342;437;11;12;03;035
31816;610;612;597;513;543;784;457;342;438;11;12;03;055
31817;611;613;597;515;541;786;457;342;438;11;12;03;075
31818;610;612;597;513;540;786;457;342;438;11;12;03;095
31819;610;612;597;513;539;786;457;342;438;11;12;03;115
31820;610;612;597;513;541;787;457;342;438;11;12;03;135
31821;609;612;597;515;540;788;457;342;438;11;12;03;155
31822;610;612;597;513;537;786;457;342;438;11;12;03;175
31823;610;612;597;514;540;788;457;342;438;11;12;03;205
31824;609;612;597;516;540;786;457;342;438;11;12;03;215
31825;611;612;596;516;537;786;457;342;438;11;12;03;245
31826;611;611;597;515;539;787;457;342;438;11;12;03;265
31827;610;612;597;513;539;789;457;342;438;11;12;03;275
31828;610;612;597;512;541;786;457;343;438;11;12;03;295
31829;610;612;596;513;539;789;457;342;438;11;12;03;315
31830;611;612;597;513;538;787;457;342;438;11;12;03;335
31831;610;612;597;515;540;785;457;342;438;11;12;03;355
31832;610;613;597;513;538;787;457;342;438;11;12;03;375
31833;611;613;597;511;539;792;457;342;437;11;12;03;405
31834;611;612;597;510;541;785;457;342;438;11;12;03;415
31835;610;612;597;510;539;787;458;342;438;11;12;03;435
31836;610;612;597;507;540;786;457;342;438;11;12;03;465
31837;610;612;597;513;538;787;457;342;438;11;12;03;485
31838;610;612;598;514;541;790;457;342;438;11;12;03;505
31839;611;611;597;514;538;784;457;342;438;11;12;03;525
31840;610;612;597;513;540;789;457;342;438;11;12;03;555
31841;610;612;597;510;538;790;457;342;438;11;12;03;575
31842;610;612;597;513;539;787;457;342;438;11;12;03;585
31843;611;612;596;516;540;786;457;342;438;11;12;03;595
31844;611;612;597;510;541;787;457;343;438;11;12;03;625
31845;610;612;597;515;542;785;457;342;438;11;12;03;635
31846;610;612;597;513;541;788;457;342;438;11;12;03;655
31847;610;612;597;515;540;790;457;342;438;11;12;03;675
31848;610;612;597;512;540;789;457;342;438;11;12;03;695
31849;610;612;597;515;537;786;457;342;438;11;12;03;715
31850;610;612;598;510;540;787;457;343;438;11;12;03;735
31851;610;612;597;515;544;786;457;342;437;11;12;03;755
31852;610;612;597;516;538;787;457;342;438;11;12;03;775
31853;610;612;598;511;543;786;457;342;438;11;12;03;795
31854;610;612;598;513;539;786;457;342;438;11;12;03;815
31855;610;613;596;512;539;786;457;342;438;11;12;03;845
31856;610;612;597;514;539;787;457;342;438;11;12;03;855
31857;610;612;597;513;540;787;457;343;437;11;12;03;875
31858;610;612;597;514;539;786;457;342;438;11;12;03;905
31859;610;613;597;515;536;787;457;342;438;11;12;03;915
31860;610;613;596;515;540;783;457;343;438;11;12;03;935
31861;610;612;596;511;539;784;457;342;438;11;12;03;965
31862;610;612;598;513;538;789;457;343;438;11;12;03;975
31863;610;612;598;511;541;788;457;343;438;11;12;03;995
31864;610;613;597;513;537;790;456;342;438;11;12;04;015
31865;610;613;596;516;539;783;457;343;438;11;12;04;035
31866;610;612;597;512;539;789;457;343;438;11;12;04;055
31867;610;612;596;514;539;790;457;342;438;11;12;04;075
31868;610;613;598;512;541;786;457;343;438;11;12;04;095
31869;610;612;598;513;540;787;458;343;438;11;12;04;115
31870;610;612;597;515;536;786;457;342;438;11;12;04;135
31871;610;612;597;512;543;789;457;343;438;11;12;04;155
31872;610;612;597;512;536;787;457;343;438;11;12;04;175
31873;610;612;597;515;539;788;457;342;438;11;12;04;205
31874;610;612;597;514;537;787;457;343;438;11;12;04;225
31875;610;612;597;515;540;786;457;343;438;11;12;04;235
31876;610;612;598;510;538;787;457;342;437;11;12;04;265
31877;610;612;597;515;538;787;457;342;438;11;12;04;275
31878;610;612;597;514;537;788;457;342;438;11;12;04;295
31879;610;612;597;519;538;786;458;342;438;11;12;04;315
31880;610;612;597;510;539;788;458;342;438;11;12;04;345
31881;610;612;597;513;538;788;458;342;438;11;12;04;355
31882;610;612;597;514;539;787;457;342;438;11;12;04;375
31883;610;611;597;515;538;786;458;342;438;11;12;04;405
31884;610;611;597;516;539;786;458;342;438;11;12;04;425
31885;610;612;597;514;536;786;457;342;438;11;12;04;435
31886;610;612;596;511;543;786;457;342;438;11;12;04;465
31887;610;612;598;513;537;790;457;343;438;11;12;04;485
31888;610;612;597;517;544;786;457;342;438;11;12;04;495
31889;610;612;597;515;539;788;457;342;437;11;12;04;525
31890;611;612;596;513;540;787;457;342;438;11;12;04;535
31891;610;612;597;516;537;786;457;343;438;11;12;04;565
31892;610;612;597;509;543;787;457;341;438;11;12;04;585
31893;611;612;597;515;539;783;457;343;438;11;12;04;605
31894;610;612;596;513;539;788;457;342;438;11;12;04;615
31895;610;612;596;515;541;790;457;342;438;11;12;04;645
31896;610;612;597;512;541;787;457;342;438;11;12;04;665
31897;610;612;597;514;542;787;457;342;438;11;12;04;685
31898;610;612;597;515;539;787;457;342;438;11;12;04;705
31899;610;612;597;512;541;790;457;342;438;11;12;04;725
31900;610;612;596;514;537;787;457;342;438;11;12;04;745
31901;610;612;597;510;538;783;457;342;438;11;12;04;765
31902;610;612;597;514;543;786;458;342;437;11;12;04;775
31903;610;613;596;514;535;786;457;342;438;11;12;04;805
31904;610;612;595;517;542;786;457;342;437;11;12;04;835
31905;610;612;597;513;537;786;457;342;438;11;12;04;855
31906;610;612;596;517;537;790;457;342;438;11;12;04;865
31907;611;612;597;513;543;783;457;342;438;11;12;04;885
31908;610;613;597;516;537;784;457;343;438;11;12;04;905
31909;610;613;596;515;539;787;458;342;438;11;12;04;925
31910;610;613;597;513;536;785;457;342;438;11;12;04;945
31911;610;612;597;513;541;790;457;342;438;11;12;04;965
31912;610;612;596;516;537;787;457;342;438;11;12;04;985
31913;610;612;596;510;540;790;457;342;438;11;12;04;995
31914;610;611;597;518;541;787;458;343;438;11;12;05;015
31915;610;612;597;516;543;787;457;342;438;11;12;05;035
31916;610;613;597;513;543;787;457;343;438;11;12;05;055
31917;610;612;596;514;537;787;457;342;438;11;12;05;075
31918;610;612;597;515;540;787;458;343;438;11;12;05;105
31919;610;613;597;511;543;787;457;341;438;11;12;05;125
31920;610;613;596;514;543;787;457;342;438;11;12;05;145
31921;610;612;596;515;541;790;458;341;438;11;12;05;165
31922;610;612;596;513;539;786;458;341;438;11;12;05;185
31923;610;612;596;514;536;790;457;342;438;11;12;05;195
31924;610;612;597;515;539;786;457;341;438;11;12;05;215
31925;610;612;598;512;539;787;457;342;438;11;12;05;235
31926;610;612;597;513;540;786;458;342;438;11;12;05;255
31927;610;612;596;514;537;788;457;342;438;11;12;05;275
31928;610;612;596;513;544;786;457;342;438;11;12;05;295
31929;610;612;597;514;542;788;457;342;437;11;12;05;325
31930;610;612;597;515;539;787;457;341;438;11;12;05;345
31931;610;611;597;513;539;788;457;342;438;11;12;05;355
31932;610;612;596;511;536;786;457;342;438;11;12;05;375
31933;609;612;596;516;541;788;457;341;438;11;12;05;395
31934;610;613;597;513;539;786;458;341;438;11;12;05;415
31935;610;612;597;513;539;788;457;341;438;11;12;05;435
31936;610;612;596;511;542;788;457;342;438;11;12;05;455
31937;610;612;595;515;541;788;457;341;438;11;12;05;475
31938;610;612;596;513;541;787;457;342;438;11;12;05;495
31939;610;612;597;513;541;785;457;342;438;11;12;05;525
31940;610;612;596;513;540;786;457;342;438;11;12;05;545
31941;610;612;596;512;541;788;458;342;438;11;12;05;565
31942;610;612;597;513;539;787;457;342;438;11;12;05;585
31943;610;612;597;515;542;786;457;341;438;11;12;05;595
31944;610;612;597;513;539;785;457;342;438;11;12;05;625
31945;610;613;596;514;540;787;458;342;438;11;12;05;645
31946;610;613;597;515;540;786;457;342;438;11;12;05;655
31947;610;612;597;514;540;786;457;342;438;11;12;05;675
31948;610;612;597;517;539;788;458;342;437;11;12;05;705
31949;610;613;598;513;538;786;457;342;438;11;12;05;715
31950;610;612;597;514;540;789;457;342;437;11;12;05;745
31951;610;612;597;513;541;787;457;342;438;11;12;05;755
31952;610;613;597;516;541;786;458;342;438;11;12;05;785
31953;610;612;598;514;538;788;457;342;437;11;12;05;805
31954;610;612;597;515;541;790;457;342;438;11;12;05;815
31955;610;612;597;514;541;788;457;342;438;11;12;05;845
31956;610;612;597;514;541;787;457;342;438;11;12;05;855
31957;610;612;597;515;539;788;457;342;438;11;12;05;875
31958;610;612;598;513;540;787;457;342;438;11;12;05;905
31959;610;612;597;513;540;787;457;342;438;11;12;05;915
31960;611;612;597;513;542;789;457;342;438;11;12;05;935
31961;611;611;596;512;539;786;457;342;437;11;12;05;955
31962;610;612;597;515;538;787;457;342;438;11;12;05;975
31963;610;612;597;513;539;788;457;342;438;11;12;05;995
31964;610;612;597;513;537;784;457;342;438;11;12;06;025
31965;610;613;597;515;539;786;457;342;438;11;12;06;035
31966;611;612;596;515;542;788;457;342;438;11;12;06;055
31967;610;612;597;515;541;788;457;342;438;11;12;06;075
31968;610;613;597;516;539;786;457;342;438;11;12;06;105
31969;610;612;598;515;541;787;457;342;438;11;12;06;135
31970;610;612;597;513;539;786;457;342;438;11;12;06;145
31971;610;613;597;517;540;789;457;342;437;11;12;06;155
31972;610;612;596;514;540;784;457;342;438;11;12;06;185
31973;610;612;597;513;539;786;457;342;438;11;12;06;195
31974;610;611;596;513;536;786;458;342;438;11;12;06;215
31975;610;613;597;514;541;785;457;342;438;11;12;06;235
31976;610;613;597;515;539;786;457;342;437;11;12;06;255
31977;611;613;597;514;538;787;457;342;438;11;12;06;275
31978;610;612;596;516;538;786;457;342;438;11;12;06;305
31979;610;611;598;508;539;788;457;342;438;11;12;06;315
31980;610;613;596;515;539;786;458;342;438;11;12;06;335
31981;610;612;597;515;541;785;457;342;437;11;12;06;365
31982;610;613;596;511;541;786;457;342;438;11;12;06;375
31983;610;613;597;512;539;785;457;342;438;11;12;06;395
31984;610;612;598;513;542;786;457;342;437;11;12;06;425
31985;610;613;597;513;539;787;457;342;438;11;12;06;435
31986;610;612;596;516;539;787;457;342;438;11;12;06;455
31987;610;611;598;512;542;786;457;342;438;11;12;06;475
31988;610;611;597;513;541;786;457;342;437;11;12;06;505
31989;610;612;597;516;540;786;457;342;438;11;12;06;525
31990;610;612;597;513;539;786;457;342;438;11;12;06;535
31991;610;613;598;513;540;786;457;342;438;11;12;06;555
31992;610;612;596;517;537;786;457;342;438;11;12;06;585
31993;610;612;598;514;536;787;457;342;438;11;12;06;595
31994;610;612;596;509;540;788;457;342;438;11;12;06;625
31995;610;612;597;511;539;786;457;342;438;11;12;06;635
31996;610;612;597;517;539;787;458;342;438;11;12;06;665
31997;610;612;596;515;541;788;457;342;438;11;12;06;685
31998;610;612;596;513;540;786;457;342;438;11;12;06;705
31999;610;612;597;513;541;787;457;342;438;11;12;06;725
32000;610;612;598;514;541;786;457;342;438;11;12;06;745
32001;610;612;597;514;538;786;457;342;438;11;12;06;755
32002;610;612;597;516;539;792;457;342;438;11;12;06;775
32003;610;612;597;513;539;783;458;342;438;11;12;06;795
32004;610;612;597;514;540;786;457;342;438;11;12;06;815
32005;610;611;597;512;540;787;458;342;438;11;12;06;835
32006;610;612;597;515;544;786;457;342;438;11;12;06;865
32007;610;612;597;511;543;786;457;342;437;11;12;06;885
32008;610;612;597;514;541;784;457;342;437;11;12;06;905
32009;611;612;597;513;535;790;457;342;437;11;12;06;915
32010;610;612;597;513;541;786;457;342;437;11;12;06;935
32011;610;612;597;512;539;787;457;342;437;11;12;06;955
32012;610;611;597;515;541;790;458;342;438;11;12;06;975
32013;610;612;596;513;543;786;457;342;437;11;12;06;995
32014;610;612;596;514;537;786;458;342;438;11;12;07;025
32015;610;611;596;513;539;790;457;342;438;11;12;07;035
32016;610;611;596;515;541;785;457;342;437;11;12;07;055
32017;610;612;596;514;541;790;458;342;438;11;12;07;085
32018;610;612;597;513;539;786;457;342;438;11;12;07;095
32019;610;611;596;515;539;787;457;342;438;11;12;07;125
32020;610;612;597;513;540;786;458;342;438;11;12;07;135
32021;610;611;596;517;540;787;457;342;438;11;12;07;155
32022;611;611;596;513;538;783;458;342;438;11;12;07;185
32023;610;610;598;514;538;786;458;342;437;11;12;07;205
32024;610;611;597;516;539;787;458;342;438;11;12;07;215
32025;610;610;596;513;540;786;458;342;438;11;12;07;235
32026;611;611;597;513;543;785;457;342;438;11;12;07;255
32027;610;611;596;515;541;786;457;342;438;11;12;07;285
32028;610;611;597;517;541;788;457;342;438;11;12;07;305
32029;610;611;597;514;539;790;457;342;438;11;12;07;325
32030;610;612;597;515;544;787;457;342;438;11;12;07;345
32031;610;611;597;513;538;786;457;342;438;11;12;07;365
32032;610;611;597;511;540;787;457;342;438;11;12;07;395
32033;610;612;596;514;538;786;457;342;438;11;12;07;415
32034;611;612;596;513;542;786;457;342;438;11;12;07;425
32035;611;612;596;513;539;786;457;343;437;11;12;07;435
32036;611;612;596;516;538;784;458;342;438;11;12;07;465
32037;610;612;597;513;539;787;457;342;438;11;12;07;475
32038;610;611;597;514;541;789;457;342;438;11;12;07;505
32039;610;611;597;516;540;786;457;342;437;11;12;07;525
32040;611;611;596;514;539;784;457;342;438;11;12;07;535
32041;610;611;596;513;542;788;457;342;438;11;12;07;555
