%ID;MAG1;MAG2;MAG3;ACC1;ACC2;ACC3;GYRO1;GYRO2;GYRO3;HH;MM;SS;MS


21700;580;621;536;323;537;389;457;349;437;11;19;36;148
21701;580;621;536;312;546;374;457;344;437;11;19;36;168
21702;580;621;536;325;541;376;457;342;437;11;19;36;178
21703;579;619;536;330;541;370;457;344;437;11;19;36;198
21704;581;621;535;334;539;362;457;346;438;11;19;36;228
21705;580;620;536;341;540;361;457;351;438;11;19;36;238
21706;580;619;535;320;537;357;457;358;438;11;19;36;258
21707;580;620;535;300;549;382;459;350;437;11;19;36;288
21708;581;621;535;327;532;370;458;340;437;11;19;36;298
21709;581;620;536;328;537;367;458;340;437;11;19;36;318
21710;580;621;535;328;541;364;458;340;437;11;19;36;338
21711;581;620;535;336;542;363;457;339;437;11;19;36;368
21712;581;620;535;331;545;362;458;339;437;11;19;36;378
21713;581;621;535;326;542;371;457;340;438;11;19;36;408
21714;580;621;534;332;543;363;457;339;437;11;19;36;418
21715;580;619;535;328;540;365;457;340;437;11;19;36;438
21716;581;621;535;332;540;366;458;340;437;11;19;36;468
21717;580;621;535;328;543;364;458;340;437;11;19;36;478
21718;580;619;536;329;539;367;458;340;437;11;19;36;498
21719;581;621;535;329;543;368;458;339;437;11;19;36;528
21720;581;621;535;329;541;366;458;340;437;11;19;36;548
21721;580;619;535;329;541;363;458;339;437;11;19;36;558
21722;581;621;535;332;542;363;457;340;437;11;19;36;588
21723;580;621;535;331;543;364;458;339;437;11;19;36;608
21724;580;620;536;331;545;365;458;339;437;11;19;36;628
21725;580;620;535;333;542;367;458;340;437;11;19;36;648
21726;581;620;535;328;541;364;457;340;437;11;19;36;658
21727;581;620;535;331;540;365;457;340;437;11;19;36;688
21728;578;619;535;328;541;365;457;339;437;11;19;36;708
21729;580;619;535;329;542;365;458;340;437;11;19;36;738
21730;580;620;535;332;542;363;458;339;436;11;19;36;748
21731;581;620;536;334;541;366;458;340;437;11;19;36;768
21732;581;620;535;330;541;369;457;339;437;11;19;36;788
21733;580;620;535;332;541;365;457;340;437;11;19;36;808
21734;580;619;535;327;543;365;457;339;437;11;19;36;828
21735;580;620;535;331;539;365;457;340;437;11;19;36;848
21736;580;621;536;328;541;367;457;340;437;11;19;36;868
21737;580;620;535;329;542;366;457;340;437;11;19;36;888
21738;581;620;535;329;544;367;457;340;437;11;19;36;898
21739;581;619;535;332;544;365;458;340;437;11;19;36;928
21740;580;620;535;329;541;370;458;340;437;11;19;36;948
21741;580;619;535;331;543;366;457;340;437;11;19;36;968
21742;580;619;535;333;541;369;457;340;437;11;19;36;988
21743;583;619;535;328;539;367;457;340;437;11;19;37;008
21744;580;619;535;331;544;367;458;340;437;11;19;37;018
21745;581;621;535;331;538;364;458;340;437;11;19;37;048
21746;580;621;535;333;540;365;457;340;437;11;19;37;068
21747;580;620;536;333;539;368;457;340;437;11;19;37;078
21748;580;620;535;327;539;366;457;340;438;11;19;37;098
21749;581;620;535;330;543;366;457;340;437;11;19;37;128
21750;581;620;535;328;541;366;457;340;437;11;19;37;138
21751;581;620;535;330;541;367;457;340;437;11;19;37;158
21752;580;621;535;332;543;365;457;340;437;11;19;37;178
21753;580;620;536;331;542;364;457;340;437;11;19;37;198
21754;580;621;535;332;537;366;457;340;437;11;19;37;228
21755;581;621;535;327;543;367;457;340;437;11;19;37;238
21756;581;621;536;331;539;364;457;340;437;11;19;37;258
21757;580;621;535;325;536;369;457;340;437;11;19;37;278
21758;580;621;534;337;545;371;458;339;437;11;19;37;298
21759;580;621;535;328;543;375;458;339;437;11;19;37;328
21760;580;620;535;327;545;371;458;340;437;11;19;37;338
21761;579;621;535;330;542;363;458;340;437;11;19;37;358
21762;581;620;535;326;545;368;458;339;437;11;19;37;388
21763;580;621;535;330;542;367;458;339;437;11;19;37;398
21764;580;621;535;328;538;373;458;339;437;11;19;37;418
21765;581;620;535;329;538;366;458;340;437;11;19;37;438
21766;580;620;535;328;542;362;458;339;437;11;19;37;458
21767;580;620;535;331;541;365;457;339;437;11;19;37;488
21768;580;619;535;326;543;364;457;340;437;11;19;37;508
21769;581;620;535;328;543;365;457;340;437;11;19;37;528
21770;580;619;535;328;544;365;457;339;438;11;19;37;548
21771;580;620;535;329;542;365;457;340;437;11;19;37;568
21772;581;620;535;329;545;367;457;340;437;11;19;37;588
21773;580;620;534;332;542;368;458;340;437;11;19;37;608
21774;581;620;536;331;538;370;457;340;437;11;19;37;628
21775;580;620;535;326;543;365;457;340;437;11;19;37;648
21776;580;620;536;329;542;365;457;340;437;11;19;37;668
21777;580;621;535;331;541;368;457;340;438;11;19;37;678
21778;580;621;535;328;540;366;457;340;437;11;19;37;708
21779;580;621;535;329;541;366;457;340;437;11;19;37;728
21780;580;621;535;328;538;364;457;340;437;11;19;37;738
21781;580;621;536;335;539;362;457;340;437;11;19;37;758
21782;580;620;535;330;541;367;457;340;437;11;19;37;778
21783;580;620;535;331;539;362;457;340;437;11;19;37;798
21784;581;621;535;329;541;364;458;339;437;11;19;37;818
21785;580;621;535;331;543;364;457;340;437;11;19;37;838
21786;580;619;535;329;542;368;457;340;437;11;19;37;868
21787;580;620;536;330;539;366;457;340;438;11;19;37;888
21788;580;620;536;329;545;365;457;340;437;11;19;37;908
21789;580;620;536;328;542;370;457;340;437;11;19;37;918
21790;580;620;536;330;539;368;458;340;437;11;19;37;948
21791;580;620;535;324;542;366;458;340;437;11;19;37;978
21792;580;620;535;327;544;366;457;340;437;11;19;38;008
21793;581;620;535;329;540;367;457;339;437;11;19;38;018
21794;580;620;536;331;543;369;457;339;437;11;19;38;028
21795;579;619;536;329;542;363;458;339;437;11;19;38;048
21796;580;621;536;331;541;370;457;339;437;11;19;38;058
21797;582;620;536;331;541;366;457;340;437;11;19;38;078
21798;581;620;536;328;541;365;457;339;437;11;19;38;098
21799;579;619;536;331;542;368;457;340;437;11;19;38;118
21800;580;621;536;328;538;364;458;340;437;11;19;38;148
21801;579;621;536;330;539;368;458;340;437;11;19;38;158
21802;580;620;536;330;545;369;457;340;437;11;19;38;178
21803;581;621;536;328;540;366;458;340;437;11;19;38;208
21804;580;620;536;332;539;366;457;340;437;11;19;38;218
21805;579;619;536;327;540;366;457;340;437;11;19;38;238
21806;580;621;535;327;541;366;457;340;437;11;19;38;268
21807;581;620;536;333;539;366;457;340;437;11;19;38;278
21808;580;619;536;331;543;367;457;339;437;11;19;38;298
21809;581;620;536;328;544;366;457;340;438;11;19;38;328
21810;581;620;536;330;539;365;457;340;437;11;19;38;338
21811;579;620;536;325;540;366;457;340;437;11;19;38;358
21812;580;620;536;329;540;367;457;340;437;11;19;38;388
21813;580;620;536;327;543;367;457;340;437;11;19;38;398
21814;581;619;536;331;541;370;457;340;437;11;19;38;418
21815;581;621;535;328;539;364;458;340;437;11;19;38;438
21816;580;620;535;331;536;365;457;340;437;11;19;38;458
21817;581;620;535;330;545;365;457;340;437;11;19;38;488
21818;580;620;535;330;540;364;457;340;437;11;19;38;498
21819;581;620;536;328;541;364;457;340;437;11;19;38;528
21820;581;620;535;329;543;364;457;340;436;11;19;38;538
21821;580;619;536;328;543;368;457;339;437;11;19;38;558
21822;581;620;536;331;537;366;458;340;437;11;19;38;588
21823;580;620;536;328;544;365;457;340;437;11;19;38;598
21824;579;619;535;330;541;364;457;340;437;11;19;38;618
21825;579;620;535;330;541;366;458;340;437;11;19;38;648
21826;581;620;536;331;543;362;457;339;437;11;19;38;668
21827;580;620;536;328;543;364;457;340;437;11;19;38;678
21828;580;620;536;327;540;365;457;339;437;11;19;38;708
21829;580;621;536;330;537;364;457;340;437;11;19;38;728
21830;580;620;535;326;542;364;457;339;437;11;19;38;738
21831;580;620;535;328;542;368;457;340;437;11;19;38;768
21832;580;620;535;328;543;363;457;340;437;11;19;38;788
21833;580;620;536;329;539;365;457;339;437;11;19;38;808
21834;581;621;535;333;543;364;457;340;437;11;19;38;828
21835;580;620;536;326;542;364;457;340;437;11;19;38;848
21836;580;620;535;330;543;366;457;340;436;11;19;38;868
21837;580;620;536;330;542;366;457;340;437;11;19;38;888
21838;579;620;536;329;542;366;457;340;437;11;19;38;908
21839;581;620;535;331;541;368;457;340;437;11;19;38;928
21840;581;620;536;325;542;367;457;340;437;11;19;38;948
21841;580;620;535;327;543;366;457;340;437;11;19;38;968
21842;580;620;535;330;544;364;457;340;437;11;19;38;988
21843;581;621;536;328;539;368;457;340;437;11;19;38;998
21844;580;620;535;329;539;367;457;340;437;11;19;39;018
21845;581;620;535;328;544;366;458;340;437;11;19;39;038
21846;580;620;535;331;539;369;457;340;437;11;19;39;058
21847;580;620;535;329;541;365;458;340;437;11;19;39;088
21848;581;620;536;328;538;366;457;340;437;11;19;39;098
21849;580;620;535;329;540;364;457;340;437;11;19;39;118
21850;580;621;536;332;541;364;457;340;437;11;19;39;138
21851;580;620;536;329;540;365;457;339;437;11;19;39;158
21852;580;620;536;330;539;369;457;340;437;11;19;39;178
21853;580;620;535;331;543;368;457;340;437;11;19;39;198
21854;580;620;536;330;539;366;457;340;437;11;19;39;218
21855;580;620;535;331;544;365;457;340;438;11;19;39;268
21856;579;621;535;329;540;363;457;340;437;11;19;39;278
21857;580;620;535;328;539;365;457;340;436;11;19;39;298
21858;579;620;536;328;541;366;458;340;437;11;19;39;308
21859;581;619;536;333;542;363;457;340;437;11;19;39;328
21860;579;620;536;327;544;366;457;340;437;11;19;39;348
21861;583;619;536;327;544;367;457;340;437;11;19;39;358
21862;579;619;535;330;541;368;458;340;437;11;19;39;388
21863;580;620;536;330;543;365;458;340;437;11;19;39;408
21864;580;619;536;327;541;368;458;340;437;11;19;39;418
21865;581;620;536;331;544;366;457;340;438;11;19;39;438
21866;579;620;535;325;543;366;457;340;437;11;19;39;458
21867;581;619;536;328;541;365;457;340;437;11;19;39;478
21868;581;619;536;327;539;362;458;340;437;11;19;39;508
21869;580;619;536;326;541;368;458;340;437;11;19;39;528
21870;581;619;535;330;542;367;457;340;437;11;19;39;548
21871;580;619;535;327;541;366;458;340;437;11;19;39;568
21872;580;619;535;329;543;370;457;340;437;11;19;39;588
21873;580;619;535;332;538;365;458;340;437;11;19;39;598
21874;580;619;535;330;541;366;458;340;437;11;19;39;618
21875;583;619;536;329;538;367;457;340;437;11;19;39;638
21876;580;620;536;327;544;367;457;340;437;11;19;39;658
21877;581;620;535;326;539;365;457;340;437;11;19;39;678
21878;581;619;536;333;539;368;457;340;437;11;19;39;698
21879;581;619;536;332;541;364;457;340;437;11;19;39;728
21880;579;620;536;325;542;368;457;340;437;11;19;39;748
21881;580;619;535;327;540;368;457;340;437;11;19;39;768
21882;580;619;536;329;541;365;457;340;438;11;19;39;788
21883;579;619;536;328;542;364;457;340;437;11;19;39;808
21884;580;620;535;331;542;366;457;340;437;11;19;39;818
21885;581;620;535;325;541;366;457;340;437;11;19;39;838
21886;580;619;535;326;544;367;457;340;437;11;19;39;858
21887;581;620;535;329;542;367;458;340;437;11;19;39;888
21888;580;619;536;326;539;367;457;339;437;11;19;39;908
21889;580;619;536;330;542;364;457;340;437;11;19;39;918
21890;580;619;536;331;539;366;457;340;437;11;19;39;938
21891;579;620;536;328;543;366;457;340;437;11;19;39;968
21892;580;619;536;330;540;364;457;339;437;11;19;39;978
21893;581;619;535;327;539;366;457;340;437;11;19;39;998
21894;580;620;536;331;541;369;457;339;437;11;19;40;018
21895;580;620;536;326;543;366;458;340;437;11;19;40;048
21896;580;619;536;329;541;366;457;339;437;11;19;40;068
21897;580;620;536;329;546;364;458;339;437;11;19;40;078
21898;580;620;537;329;536;367;457;340;437;11;19;40;108
21899;580;619;536;329;541;365;457;340;438;11;19;40;118
21900;580;620;536;327;541;365;457;340;437;11;19;40;148
21901;580;619;537;328;541;367;457;340;437;11;19;40;158
21902;580;620;537;331;542;366;457;339;437;11;19;40;178
21903;580;620;536;330;540;367;457;340;437;11;19;40;198
21904;581;620;537;333;542;364;457;340;437;11;19;40;218
21905;580;620;536;327;538;367;457;340;437;11;19;40;238
21906;580;619;536;326;541;364;457;340;437;11;19;40;258
21907;581;620;536;324;538;364;457;340;437;11;19;40;278
21908;580;620;536;330;542;366;457;339;437;11;19;40;298
21909;579;620;536;326;541;365;457;339;437;11;19;40;318
21910;580;620;536;329;542;366;457;340;437;11;19;40;348
21911;581;620;536;330;541;365;457;339;437;11;19;40;358
21912;579;619;536;330;537;362;457;340;437;11;19;40;378
21913;581;620;536;327;540;366;457;339;438;11;19;40;408
21914;580;620;536;329;541;365;457;340;436;11;19;40;418
21915;583;620;536;331;541;366;457;339;437;11;19;40;438
21916;581;619;536;331;541;366;458;339;437;11;19;40;458
21917;581;620;536;328;541;368;458;340;437;11;19;40;488
21918;580;620;536;328;538;366;457;340;437;11;19;40;498
21919;581;620;535;330;541;365;458;340;437;11;19;40;528
21920;581;621;535;327;537;364;458;340;437;11;19;40;548
21921;580;619;537;327;539;366;458;339;437;11;19;40;578
21922;580;620;536;332;541;364;458;340;437;11;19;40;588
21923;580;620;536;331;541;369;457;340;436;11;19;40;608
21924;580;620;536;329;545;362;457;340;437;11;19;40;618
21925;580;620;536;329;545;366;458;339;437;11;19;40;648
21926;581;620;536;330;539;366;458;340;437;11;19;40;658
21927;579;620;536;326;541;369;457;340;437;11;19;40;678
21928;581;621;536;329;541;366;458;340;437;11;19;40;708
21929;581;620;535;330;543;366;458;340;437;11;19;40;728
21930;583;620;536;328;542;367;458;340;437;11;19;40;738
21931;581;621;536;330;538;369;458;340;437;11;19;40;768
21932;580;621;536;329;541;369;458;340;437;11;19;40;788
21933;579;619;536;333;545;365;457;340;437;11;19;40;798
21934;580;620;536;332;543;364;457;340;437;11;19;40;828
21935;580;620;536;333;541;364;457;340;437;11;19;40;848
21936;580;620;536;330;537;365;457;340;437;11;19;40;858
21937;580;620;536;326;539;367;457;339;437;11;19;40;888
21938;579;619;536;332;540;368;457;340;437;11;19;40;908
21939;580;620;535;328;542;364;458;340;437;11;19;40;918
21940;579;620;536;330;540;364;458;340;437;11;19;40;948
21941;580;620;536;330;541;367;457;340;437;11;19;40;968
21942;581;620;536;330;540;366;458;340;437;11;19;40;988
21943;580;620;536;328;541;368;458;340;437;11;19;41;008
21944;580;620;536;327;541;362;457;340;437;11;19;41;028
21945;580;621;536;330;543;368;458;339;437;11;19;41;048
21946;581;620;536;327;540;365;457;340;437;11;19;41;068
21947;580;619;536;331;537;368;457;339;437;11;19;41;088
21948;581;620;535;328;541;366;458;340;437;11;19;41;108
21949;580;620;536;332;541;368;458;340;437;11;19;41;118
21950;580;620;536;329;540;367;457;340;437;11;19;41;138
21951;581;620;536;329;539;366;457;340;437;11;19;41;168
21952;580;620;536;328;539;364;457;340;437;11;19;41;178
21953;580;620;536;328;539;364;457;340;437;11;19;41;198
21954;581;620;536;331;539;364;457;340;437;11;19;41;218
21955;580;620;536;330;539;365;457;340;436;11;19;41;238
21956;580;620;535;327;537;364;457;339;436;11;19;41;268
21957;580;620;536;331;541;367;457;340;436;11;19;41;278
21958;580;619;536;331;543;364;457;340;437;11;19;41;298
21959;580;620;536;332;541;361;457;340;437;11;19;41;318
21960;581;620;535;328;542;367;457;340;437;11;19;41;338
21961;580;620;536;330;538;366;457;340;437;11;19;41;358
21962;580;620;536;329;540;365;458;340;437;11;19;41;378
21963;581;620;536;327;540;368;458;339;437;11;19;41;398
21964;580;619;536;327;539;365;458;339;437;11;19;41;428
21965;581;620;536;332;543;365;458;340;437;11;19;41;448
21966;580;620;536;331;538;363;457;340;436;11;19;41;468
21967;581;620;536;332;543;367;457;340;437;11;19;41;478
21968;580;620;536;327;541;365;457;340;437;11;19;41;498
21969;580;619;536;329;540;367;458;340;438;11;19;41;528
21970;580;620;536;332;544;367;457;340;438;11;19;41;548
21971;580;620;535;329;540;364;458;340;438;11;19;41;568
21972;581;619;536;331;541;365;457;340;438;11;19;41;588
21973;582;620;535;327;539;362;458;340;437;11;19;41;608
21974;582;620;536;329;540;366;458;340;437;11;19;41;628
21975;581;621;536;331;539;368;457;340;437;11;19;41;638
21976;581;620;536;330;541;363;457;340;438;11;19;41;658
21977;580;620;536;328;539;362;457;339;437;11;19;41;688
21978;580;620;536;330;542;366;457;340;437;11;19;41;708
21979;580;620;536;330;543;367;458;340;437;11;19;41;728
21980;580;620;536;332;541;367;458;340;437;11;19;41;748
21981;580;620;536;328;537;366;458;340;437;11;19;41;768
21982;580;620;536;329;543;364;458;340;437;11;19;41;778
21983;581;620;536;327;543;367;458;340;437;11;19;41;808
21984;581;620;536;331;542;365;457;340;437;11;19;41;828
21985;580;620;536;328;541;368;458;339;437;11;19;41;858
21986;579;619;537;331;542;364;458;340;437;11;19;41;868
21987;580;619;536;329;538;365;458;340;437;11;19;41;888
21988;581;620;536;329;539;366;458;339;438;11;19;41;908
21989;579;619;536;333;541;364;458;340;437;11;19;41;928
21990;580;620;536;329;540;367;458;340;437;11;19;41;948
21991;580;620;536;329;541;366;457;340;437;11;19;41;968
21992;580;620;536;326;541;365;458;340;437;11;19;41;988
21993;580;620;536;329;537;365;458;340;437;11;19;41;998
21994;581;620;536;329;538;365;457;340;436;11;19;42;018
21995;581;620;536;327;543;367;458;340;437;11;19;42;038
21996;581;620;535;333;541;366;457;339;437;11;19;42;068
21997;580;620;536;329;541;362;458;340;437;11;19;42;088
21998;581;620;536;329;541;364;458;340;437;11;19;42;108
21999;580;619;536;330;539;363;458;340;437;11;19;42;128
22000;581;620;536;329;543;366;457;339;437;11;19;42;148
22001;581;620;535;332;543;368;457;340;436;11;19;42;168
22002;579;619;536;332;540;363;457;340;436;11;19;42;188
22003;580;620;536;329;541;366;457;340;437;11;19;42;208
22004;580;620;536;332;542;365;458;340;437;11;19;42;228
22005;582;620;536;327;541;365;458;339;436;11;19;42;238
22006;580;619;535;329;541;365;457;339;437;11;19;42;258
22007;580;620;535;330;541;365;458;340;437;11;19;42;278
22008;580;619;536;329;543;365;457;340;437;11;19;42;298
22009;581;618;536;331;542;364;458;340;437;11;19;42;328
22010;580;619;536;329;539;366;457;340;437;11;19;42;338
22011;580;619;536;328;540;362;457;340;437;11;19;42;368
22012;581;619;536;327;544;369;457;340;437;11;19;42;388
22013;581;619;535;329;545;366;457;340;437;11;19;42;398
22014;581;619;535;328;539;368;458;340;436;11;19;42;428
22015;581;619;536;329;543;365;457;339;437;11;19;42;448
22016;580;620;535;333;541;364;458;340;437;11;19;42;458
22017;581;618;535;326;545;367;457;340;437;11;19;42;488
22018;581;618;536;330;540;364;457;340;437;11;19;42;498
22019;580;619;536;330;543;366;457;339;437;11;19;42;518
22020;581;619;536;329;541;369;458;339;436;11;19;42;538
22021;580;621;535;328;541;366;457;340;437;11;19;42;568
22022;580;620;536;329;544;365;457;339;436;11;19;42;578
22023;580;619;536;328;539;366;458;340;437;11;19;42;608
22024;580;619;536;332;540;368;457;339;437;11;19;42;618
22025;580;620;536;325;541;362;458;339;437;11;19;42;638
22026;581;619;536;332;543;367;457;340;437;11;19;42;668
22027;580;619;536;325;545;366;457;339;437;11;19;42;678
22028;580;619;536;330;542;365;457;340;437;11;19;42;698
22029;581;619;536;326;545;369;457;340;437;11;19;42;718
22030;580;620;536;329;541;364;457;339;437;11;19;42;748
22031;580;620;536;329;541;363;457;340;437;11;19;42;758
22032;580;619;536;327;539;367;457;340;437;11;19;42;788
22033;581;619;536;331;543;365;457;339;437;11;19;42;798
22034;580;620;536;326;544;363;458;340;437;11;19;42;818
22035;581;619;536;331;541;365;458;340;437;11;19;42;848
22036;580;619;536;331;540;363;457;339;437;11;19;42;858
22037;580;619;536;326;540;364;457;340;437;11;19;42;878
22038;581;619;535;332;542;365;457;340;437;11;19;42;908
22039;580;619;535;333;545;361;457;340;437;11;19;42;928
22040;580;619;536;332;541;366;457;340;437;11;19;42;938
22041;580;619;535;330;540;366;457;339;437;11;19;42;968
22042;581;619;535;330;541;366;457;340;437;11;19;42;988
22043;580;620;536;331;540;365;457;340;437;11;19;43;008
22044;579;620;536;332;545;364;457;340;437;11;19;43;028
22045;580;619;536;329;541;366;457;340;437;11;19;43;038
22046;580;619;536;329;541;365;458;340;437;11;19;43;068
22047;580;619;536;329;541;364;458;340;437;11;19;43;088
22048;580;621;536;329;543;369;457;339;437;11;19;43;108
22049;580;620;536;333;541;366;457;340;437;11;19;43;138
22050;580;620;536;327;542;363;457;340;437;11;19;43;148
22051;580;620;536;326;540;363;457;339;437;11;19;43;178
22052;581;620;535;330;541;362;457;340;437;11;19;43;188
22053;581;620;536;330;541;366;457;340;437;11;19;43;208
22054;583;619;536;332;541;367;457;340;437;11;19;43;228
22055;581;620;536;327;543;366;458;339;437;11;19;43;238
22056;580;620;536;330;539;368;457;340;437;11;19;43;258
22057;581;619;536;331;539;364;458;340;437;11;19;43;288
22058;581;619;536;331;539;364;457;340;437;11;19;43;298
22059;581;620;536;332;542;367;457;340;437;11;19;43;318
22060;581;620;536;327;541;364;457;340;437;11;19;43;338
22061;580;620;535;329;539;370;458;340;437;11;19;43;358
22062;581;621;536;331;541;367;457;340;437;11;19;43;388
22063;580;620;536;329;545;368;457;340;437;11;19;43;408
22064;580;620;536;328;542;365;457;340;437;11;19;43;428
22065;580;620;536;329;542;366;457;340;437;11;19;43;448
22066;580;620;536;330;541;364;457;340;437;11;19;43;468
22067;580;620;536;328;539;368;457;340;437;11;19;43;488
22068;581;620;536;325;542;364;457;340;437;11;19;43;498
22069;580;620;536;331;545;365;457;340;437;11;19;43;528
22070;583;620;536;333;545;367;456;340;437;11;19;43;548
22071;580;619;535;327;539;363;456;340;438;11;19;43;568
22072;579;620;536;329;541;365;456;340;437;11;19;43;588
22073;579;620;536;330;540;366;456;340;437;11;19;43;608
22074;580;620;536;335;545;363;456;340;437;11;19;43;628
22075;580;620;537;332;541;369;456;340;437;11;19;43;648
22076;580;620;536;333;541;364;456;340;437;11;19;43;668
22077;580;620;536;329;542;365;456;340;437;11;19;43;688
22078;581;620;536;329;543;364;457;339;437;11;19;43;708
22079;579;620;536;325;540;370;456;340;437;11;19;43;728
22080;580;620;536;326;539;364;456;340;437;11;19;43;748
22081;580;620;536;331;545;364;456;340;437;11;19;43;768
22082;579;620;536;328;542;368;457;339;437;11;19;43;788
22083;580;619;536;326;539;368;457;340;437;11;19;43;798
22084;581;620;535;330;539;362;457;340;437;11;19;43;818
22085;581;620;536;333;538;365;457;340;437;11;19;43;838
22086;582;620;535;330;537;361;457;340;437;11;19;43;868
22087;581;620;535;333;543;365;457;340;437;11;19;43;888
22088;581;621;535;328;539;367;457;340;437;11;19;43;908
22089;581;620;535;328;540;365;457;340;437;11;19;43;928
22090;581;619;536;325;543;364;457;340;437;11;19;43;948
22091;580;620;536;330;543;365;457;340;437;11;19;43;958
22092;581;620;536;328;542;364;457;340;437;11;19;43;988
22093;580;620;536;332;539;373;458;341;437;11;19;44;008
22094;581;619;535;326;546;362;457;342;437;11;19;44;028
22095;580;619;536;349;553;330;456;349;436;11;19;44;048
22096;580;620;535;334;539;338;456;368;436;11;19;44;068
22097;581;619;535;342;538;323;451;378;437;11;19;44;088
22098;582;619;534;329;533;331;440;389;444;11;19;44;098
22099;583;619;534;308;532;338;444;396;440;11;19;44;118
22100;586;618;533;299;534;327;446;404;437;11;19;44;138
22101;586;618;532;313;525;320;449;403;436;11;19;44;158
22102;586;618;532;328;513;299;458;399;445;11;19;44;188
22103;589;617;531;345;520;317;467;390;453;11;19;44;208
22104;590;617;531;365;526;327;472;377;455;11;19;44;218
22105;589;618;530;371;553;329;477;372;452;11;19;44;248
22106;591;617;530;379;560;326;475;376;446;11;19;44;268
22107;590;618;530;393;546;321;475;385;442;11;19;44;288
22108;593;618;530;407;529;320;478;394;445;11;19;44;308
22109;594;619;530;419;521;319;481;402;451;11;19;44;318
22110;596;619;530;430;537;315;475;407;451;11;19;44;348
22111;597;620;528;382;561;327;465;407;445;11;19;44;388
22112;599;620;529;416;552;299;460;411;449;11;19;44;388
22113;600;619;529;446;557;315;459;406;442;11;19;44;398
22114;602;619;530;470;527;292;465;404;439;11;19;44;418
22115;603;619;529;496;535;284;468;401;437;11;19;44;438
22116;605;621;529;501;551;291;467;401;435;11;19;44;458
22117;605;620;529;501;548;292;463;404;433;11;19;44;478
22118;608;619;530;506;536;298;455;413;429;11;19;44;508
22119;610;619;530;527;549;281;448;421;421;11;19;44;518
22120;611;618;531;530;558;287;438;426;419;11;19;44;538
22121;614;617;531;521;554;301;437;425;416;11;19;44;568
22122;616;617;532;520;541;307;449;423;412;11;19;44;578
22123;616;617;533;545;549;321;462;415;412;11;19;44;598
22124;619;616;533;572;542;326;471;413;413;11;19;44;628
22125;620;617;534;589;540;305;473;417;414;11;19;44;638
22126;621;616;535;583;537;309;468;421;415;11;19;44;658
22127;623;616;536;593;541;307;466;423;417;11;19;44;678
22128;625;616;537;611;545;314;466;417;418;11;19;44;708
22129;626;616;538;609;543;315;467;409;419;11;19;44;718
22130;627;616;539;617;545;317;467;401;421;11;19;44;748
22131;628;615;540;630;547;311;464;391;421;11;19;44;768
22132;629;616;540;645;549;316;460;379;422;11;19;44;788
22133;630;616;541;637;541;320;459;368;422;11;19;44;798
22134;630;615;542;645;541;317;459;360;424;11;19;44;828
22135;630;615;542;654;549;313;459;356;427;11;19;44;838
22136;630;615;542;657;541;309;460;354;428;11;19;44;868
22137;631;615;542;653;545;311;463;352;430;11;19;44;878
22138;630;615;543;659;544;306;465;351;434;11;19;44;898
22139;631;615;542;669;543;306;462;350;438;11;19;44;928
22140;631;615;542;675;548;316;460;352;439;11;19;44;948
22141;631;615;543;668;547;321;461;355;438;11;19;44;968
22142;631;615;543;672;546;320;461;357;438;11;19;44;978
22143;631;615;543;671;548;328;457;357;440;11;19;45;008
22144;632;616;543;673;547;330;453;355;441;11;19;45;028
22145;632;616;544;669;543;334;450;352;442;11;19;45;038
22146;632;615;544;669;539;338;447;348;441;11;19;45;068
22147;632;615;544;669;540;336;442;346;440;11;19;45;088
22148;632;615;544;671;532;334;438;344;440;11;19;45;098
22149;633;615;543;721;518;339;437;338;451;11;19;45;128
22150;632;615;544;706;529;334;434;338;451;11;19;45;148
22151;632;615;544;697;531;330;431;342;449;11;19;45;158
22152;632;615;544;673;531;339;431;345;447;11;19;45;188
22153;632;614;544;668;527;349;433;345;446;11;19;45;208
22154;632;615;544;658;562;269;478;348;454;11;19;45;218
22155;632;615;545;677;513;313;473;360;444;11;19;45;248
22156;633;616;546;705;543;297;462;361;444;11;19;45;258
22157;633;616;546;683;540;312;463;351;441;11;19;45;288
22158;633;616;546;672;535;337;460;347;440;11;19;45;308
22159;634;616;546;683;542;341;458;342;443;11;19;45;328
22160;632;616;545;683;552;344;457;340;444;11;19;45;338
22161;634;616;545;688;549;350;457;339;436;11;19;45;368
22162;634;616;545;690;532;341;456;339;437;11;19;45;388
22163;634;616;546;687;536;327;455;341;438;11;19;45;398
22164;632;616;546;679;532;328;457;345;437;11;19;45;418
22165;634;616;546;689;536;352;457;344;436;11;19;45;438
22166;634;616;545;702;544;337;458;353;436;11;19;45;468
22167;634;616;546;669;546;349;458;353;437;11;19;45;488
22168;634;617;546;697;544;345;457;354;436;11;19;45;508
22169;634;616;546;689;539;337;457;354;436;11;19;45;528
22170;634;616;546;685;528;341;457;349;437;11;19;45;548
22171;635;616;547;685;534;338;457;345;438;11;19;45;568
22172;634;616;548;689;537;355;457;340;436;11;19;45;588
22173;633;616;547;696;534;344;457;340;437;11;19;45;608
22174;634;617;547;689;545;345;457;340;437;11;19;45;618
22175;633;616;547;696;541;348;457;340;437;11;19;45;658
22176;634;616;547;691;541;347;457;339;436;11;19;45;678
22177;634;616;548;694;539;347;457;340;437;11;19;45;698
22178;634;616;547;689;536;343;457;340;438;11;19;45;708
22179;634;616;547;695;539;353;457;339;437;11;19;45;738
